Job Title,Experience,location,Work Type,Company Size,Qualifications,salary_avg,exp_category
network engineer,3 to 10 Years,Kampala,Full-Time,Enterprise,BA,69000.0,Mid (3-5 yrs)
psychologist,4 to 11 Years,Doha,Intern,Enterprise,BBA,87000.0,Mid (3-5 yrs)
procurement manager,3 to 14 Years,Kyiv (also known as Kiev),Intern,Small,B.Com,71500.0,Mid (3-5 yrs)
seo analyst,1 to 11 Years,Tbilisi,Full-Time,Small,BCA,77000.0,Junior (1-2 yrs)
event manager,2 to 10 Years,Doha,Part-Time,Small,BCA,71500.0,Junior (1-2 yrs)
research scientist,0 to 8 Years,Bridgetown,Intern,Enterprise,M.Tech,83500.0,Fresher (0 yrs)
civil engineer,2 to 12 Years,San Marino,Contract,Enterprise,BBA,86000.0,Junior (1-2 yrs)
art teacher,4 to 12 Years,Marigot,Intern,Medium,B.Com,78500.0,Mid (3-5 yrs)
process engineer,2 to 14 Years,Kampala,Intern,Medium,BA,92000.0,Junior (1-2 yrs)
marketing manager,3 to 13 Years,Oslo,Full-Time,Medium,MCA,90000.0,Mid (3-5 yrs)
financial controller,5 to 11 Years,Dublin,Full-Time,Small,B.Com,90000.0,Mid (3-5 yrs)
quality assurance analyst,3 to 10 Years,Port-au-Prince,Intern,Large,MBA,74500.0,Mid (3-5 yrs)
back-end developer,3 to 12 Years,Monrovia,Temporary,Enterprise,MCA,88500.0,Mid (3-5 yrs)
interior designer,3 to 10 Years,SÃ£o TomÃ©,Temporary,Enterprise,B.Tech,73000.0,Mid (3-5 yrs)
marketing analyst,2 to 9 Years,City of Port Louis,Temporary,Large,B.Tech,84500.0,Junior (1-2 yrs)
pediatrician,4 to 8 Years,Kinshasa,Intern,Small,MCA,74000.0,Mid (3-5 yrs)
mechanical engineer,2 to 9 Years,Bissau,Contract,Small,M.Com,81000.0,Junior (1-2 yrs)
customer support specialist,2 to 8 Years,Dodoma,Contract,Large,BBA,90500.0,Junior (1-2 yrs)
ux researcher,5 to 12 Years,Bucharest,Part-Time,Small,M.Tech,71000.0,Mid (3-5 yrs)
substance abuse counselor,3 to 15 Years,AsunciÃ³n,Part-Time,Large,MCA,80000.0,Mid (3-5 yrs)
digital marketing specialist,1 to 13 Years,Libreville,Full-Time,Enterprise,M.Tech,84000.0,Junior (1-2 yrs)
it manager,4 to 14 Years,Majuro,Contract,Small,M.Com,92500.0,Mid (3-5 yrs)
data analyst,2 to 8 Years,Funafuti,Contract,Small,M.Tech,89500.0,Junior (1-2 yrs)
investment banker,1 to 10 Years,Phnom Penh,Contract,Large,BBA,93500.0,Junior (1-2 yrs)
investment banker,2 to 14 Years,Zagreb,Part-Time,Large,PhD,68000.0,Junior (1-2 yrs)
sales manager,3 to 13 Years,Cockburn Town,Contract,Small,MCA,80000.0,Mid (3-5 yrs)
architect,3 to 12 Years,City of Port Louis,Full-Time,Medium,MCA,77500.0,Mid (3-5 yrs)
litigation attorney,0 to 14 Years,Santo Domingo,Temporary,Large,PhD,77000.0,Fresher (0 yrs)
registered nurse,5 to 12 Years,San Salvador,Temporary,Enterprise,MBA,88000.0,Mid (3-5 yrs)
chemical engineer,3 to 8 Years,Oslo,Temporary,Small,M.Com,75000.0,Mid (3-5 yrs)
software tester,2 to 15 Years,Valletta,Temporary,Enterprise,MCA,85000.0,Junior (1-2 yrs)
interior designer,0 to 13 Years,Kuwait City,Intern,Enterprise,MBA,72000.0,Fresher (0 yrs)
financial advisor,5 to 10 Years,Hagatna,Contract,Small,MCA,70000.0,Mid (3-5 yrs)
network analyst,5 to 8 Years,Port of Spain,Part-Time,Large,MBA,90000.0,Mid (3-5 yrs)
personal assistant,4 to 12 Years,Apia,Contract,Large,MCA,91000.0,Mid (3-5 yrs)
qa analyst,4 to 9 Years,Road Town,Full-Time,Medium,MCA,91500.0,Mid (3-5 yrs)
investment banker,4 to 11 Years,Guatemala City,Intern,Medium,BBA,78500.0,Mid (3-5 yrs)
sem specialist,5 to 10 Years,Bissau,Intern,Small,MBA,85000.0,Mid (3-5 yrs)
systems administrator,2 to 14 Years,Beirut,Part-Time,Enterprise,M.Com,73000.0,Junior (1-2 yrs)
mechanical designer,1 to 8 Years,Abu Dhabi,Temporary,Medium,M.Tech,86000.0,Junior (1-2 yrs)
event coordinator,3 to 12 Years,Tokyo,Part-Time,Enterprise,M.Com,71500.0,Mid (3-5 yrs)
it administrator,4 to 13 Years,Bishkek,Full-Time,Medium,MBA,94500.0,Mid (3-5 yrs)
investment banker,3 to 8 Years,Athens,Temporary,Small,BCA,85500.0,Mid (3-5 yrs)
financial advisor,0 to 12 Years,Nairobi,Part-Time,Large,B.Tech,88000.0,Fresher (0 yrs)
front-end developer,0 to 13 Years,N'Djamena,Temporary,Large,PhD,97500.0,Fresher (0 yrs)
investment banker,4 to 12 Years,New Delhi,Intern,Small,BCA,80500.0,Mid (3-5 yrs)
software engineer,2 to 12 Years,Conakry,Contract,Enterprise,MBA,68500.0,Junior (1-2 yrs)
procurement specialist,3 to 15 Years,Funafuti,Intern,Large,B.Tech,76000.0,Mid (3-5 yrs)
registered nurse,1 to 14 Years,Maseru,Temporary,Enterprise,B.Com,92500.0,Junior (1-2 yrs)
front-end engineer,3 to 15 Years,Ngerulmud,Contract,Enterprise,BA,75500.0,Mid (3-5 yrs)
software engineer,2 to 13 Years,Yaren District (de facto),Full-Time,Medium,BCA,92000.0,Junior (1-2 yrs)
account director,2 to 8 Years,Athens,Intern,Enterprise,MBA,79000.0,Junior (1-2 yrs)
legal advisor,0 to 9 Years,Jerusalem,Intern,Large,BBA,71500.0,Fresher (0 yrs)
administrative assistant,1 to 14 Years,Victoria,Contract,Small,BA,82000.0,Junior (1-2 yrs)
dental hygienist,3 to 13 Years,Gibraltar,Contract,Large,M.Tech,80000.0,Mid (3-5 yrs)
family lawyer,3 to 14 Years,Singapore,Part-Time,Enterprise,BA,81500.0,Mid (3-5 yrs)
ui developer,5 to 8 Years,Accra,Contract,Enterprise,M.Com,70000.0,Mid (3-5 yrs)
art teacher,1 to 11 Years,Ljubljana,Contract,Medium,M.Tech,71500.0,Junior (1-2 yrs)
landscape architect,5 to 14 Years,Tripoli,Intern,Enterprise,M.Com,76000.0,Mid (3-5 yrs)
social media manager,3 to 15 Years,Hagatna,Temporary,Small,BA,74000.0,Mid (3-5 yrs)
registered nurse,2 to 11 Years,Douglas,Temporary,Large,MBA,96500.0,Junior (1-2 yrs)
human resources manager,5 to 8 Years,Paris,Intern,Small,M.Tech,82000.0,Mid (3-5 yrs)
web developer,5 to 15 Years,Baku,Temporary,Small,BCA,90000.0,Mid (3-5 yrs)
aerospace engineer,2 to 15 Years,Willemstad,Intern,Small,BA,80500.0,Junior (1-2 yrs)
aerospace engineer,0 to 13 Years,Ouagadougou,Temporary,Medium,BA,95000.0,Fresher (0 yrs)
ux/ui designer,3 to 15 Years,Bern,Contract,Large,M.Com,93000.0,Mid (3-5 yrs)
marketing director,3 to 9 Years,Roseau,Temporary,Enterprise,M.Tech,84500.0,Mid (3-5 yrs)
marketing coordinator,5 to 13 Years,Lima,Intern,Medium,BA,85000.0,Mid (3-5 yrs)
finance manager,3 to 13 Years,Sanaa,Full-Time,Large,M.Com,95000.0,Mid (3-5 yrs)
process engineer,3 to 9 Years,BogotÃ¡,Part-Time,Medium,BBA,91000.0,Mid (3-5 yrs)
event coordinator,2 to 14 Years,Dakar,Temporary,Small,B.Tech,85500.0,Junior (1-2 yrs)
investment analyst,4 to 12 Years,San Marino,Intern,Enterprise,M.Tech,90500.0,Mid (3-5 yrs)
systems engineer,3 to 15 Years,Bangkok,Intern,Enterprise,BA,73000.0,Mid (3-5 yrs)
sales associate,2 to 14 Years,"Malabo (de jure),",Intern,Enterprise,BBA,83000.0,Junior (1-2 yrs)
social media manager,2 to 8 Years,Amman,Full-Time,Enterprise,BA,85000.0,Junior (1-2 yrs)
physical therapist,3 to 9 Years,Budapest,Intern,Small,PhD,88500.0,Mid (3-5 yrs)
product designer,0 to 10 Years,Cockburn Town,Temporary,Enterprise,BA,77500.0,Fresher (0 yrs)
software engineer,1 to 11 Years,Saint John's,Temporary,Enterprise,B.Com,80000.0,Junior (1-2 yrs)
social media coordinator,2 to 14 Years,Praia,Temporary,Enterprise,B.Tech,88500.0,Junior (1-2 yrs)
ui developer,1 to 11 Years,Niamey,Part-Time,Medium,M.Tech,76000.0,Junior (1-2 yrs)
speech therapist,0 to 15 Years,Budapest,Intern,Small,MCA,73000.0,Fresher (0 yrs)
hr manager,5 to 10 Years,Podgorica,Full-Time,Medium,B.Tech,84500.0,Mid (3-5 yrs)
software engineer,5 to 12 Years,Yaounde,Part-Time,Small,B.Com,80000.0,Mid (3-5 yrs)
software architect,4 to 15 Years,Tunis,Part-Time,Large,MBA,86500.0,Mid (3-5 yrs)
email marketing specialist,3 to 14 Years,Doha,Part-Time,Large,M.Com,92500.0,Mid (3-5 yrs)
ux/ui designer,1 to 14 Years,Pretoria,Temporary,Medium,M.Com,82000.0,Junior (1-2 yrs)
family nurse practitioner,4 to 13 Years,Dodoma,Temporary,Enterprise,BCA,89000.0,Mid (3-5 yrs)
ui developer,4 to 9 Years,Lima,Intern,Small,MCA,91500.0,Mid (3-5 yrs)
chemical engineer,4 to 10 Years,Rome,Full-Time,Large,MCA,94500.0,Mid (3-5 yrs)
research scientist,2 to 12 Years,Podgorica,Full-Time,Small,B.Tech,88000.0,Junior (1-2 yrs)
network engineer,3 to 12 Years,Podgorica,Contract,Enterprise,M.Tech,84500.0,Mid (3-5 yrs)
process engineer,2 to 12 Years,Yerevan,Part-Time,Medium,BCA,78000.0,Junior (1-2 yrs)
seo specialist,4 to 14 Years,Luanda,Temporary,Enterprise,BA,77500.0,Mid (3-5 yrs)
procurement manager,5 to 13 Years,Lima,Temporary,Large,BBA,78000.0,Mid (3-5 yrs)
litigation attorney,1 to 11 Years,Thimphu,Part-Time,Large,B.Com,75000.0,Junior (1-2 yrs)
legal advisor,0 to 12 Years,Cockburn Town,Full-Time,Enterprise,MBA,72500.0,Fresher (0 yrs)
civil engineer,1 to 10 Years,Gaborone,Temporary,Small,BBA,75000.0,Junior (1-2 yrs)
content writer,4 to 9 Years,Lisbon,Contract,Enterprise,M.Tech,87500.0,Mid (3-5 yrs)
landscape architect,5 to 12 Years,Moroni,Full-Time,Enterprise,MBA,78000.0,Mid (3-5 yrs)
graphic designer,2 to 13 Years,Port Vila,Temporary,Small,BBA,85000.0,Junior (1-2 yrs)
copywriter,4 to 12 Years,Hagatna,Part-Time,Large,M.Com,95000.0,Mid (3-5 yrs)
executive assistant,5 to 11 Years,Suva,Contract,Large,PhD,93500.0,Mid (3-5 yrs)
nurse manager,5 to 13 Years,Berlin,Part-Time,Medium,B.Tech,85500.0,Mid (3-5 yrs)
sem specialist,4 to 11 Years,Lima,Contract,Small,BA,78000.0,Mid (3-5 yrs)
brand ambassador,4 to 10 Years,Lisbon,Contract,Enterprise,M.Tech,92000.0,Mid (3-5 yrs)
litigation attorney,0 to 10 Years,Tegucigalpa,Full-Time,Large,B.Tech,88000.0,Fresher (0 yrs)
purchasing agent,5 to 13 Years,Harare,Temporary,Small,M.Com,82000.0,Mid (3-5 yrs)
architect,0 to 9 Years,Ottawa,Full-Time,Large,BA,84500.0,Fresher (0 yrs)
mechanical engineer,2 to 10 Years,Lisbon,Intern,Small,MCA,89000.0,Junior (1-2 yrs)
supply chain manager,5 to 8 Years,Willemstad,Part-Time,Large,BBA,87500.0,Mid (3-5 yrs)
teacher,3 to 13 Years,Phnom Penh,Intern,Medium,MBA,94000.0,Mid (3-5 yrs)
java developer,5 to 8 Years,Lilongwe,Intern,Enterprise,M.Tech,89500.0,Mid (3-5 yrs)
project manager,0 to 15 Years,Doha,Full-Time,Small,M.Tech,93000.0,Fresher (0 yrs)
data analyst,3 to 13 Years,Yaren District (de facto),Full-Time,Large,BA,74000.0,Mid (3-5 yrs)
mechanical engineer,5 to 11 Years,Bern,Intern,Small,BCA,80000.0,Mid (3-5 yrs)
business development manager,1 to 12 Years,Maputo,Part-Time,Large,MBA,89500.0,Junior (1-2 yrs)
key account manager,3 to 10 Years,Suva,Part-Time,Large,B.Tech,96000.0,Mid (3-5 yrs)
art director,0 to 15 Years,Tirana,Intern,Large,M.Com,85000.0,Fresher (0 yrs)
marketing coordinator,2 to 15 Years,Funafuti,Contract,Small,MBA,80000.0,Junior (1-2 yrs)
mechanical designer,5 to 12 Years,Bamako,Contract,Enterprise,B.Tech,75000.0,Mid (3-5 yrs)
network technician,2 to 10 Years,Kuwait City,Contract,Small,M.Com,90500.0,Junior (1-2 yrs)
procurement manager,1 to 13 Years,San Jose,Part-Time,Small,B.Com,90500.0,Junior (1-2 yrs)
mechanical designer,0 to 10 Years,Brasilia,Part-Time,Enterprise,M.Com,72000.0,Fresher (0 yrs)
email marketing specialist,3 to 11 Years,Gaborone,Temporary,Enterprise,B.Tech,79500.0,Mid (3-5 yrs)
brand ambassador,5 to 9 Years,Seoul,Full-Time,Enterprise,B.Com,72500.0,Mid (3-5 yrs)
process engineer,4 to 10 Years,Dushanbe,Contract,Small,BCA,80500.0,Mid (3-5 yrs)
procurement specialist,3 to 12 Years,Madrid,Temporary,Large,B.Com,79500.0,Mid (3-5 yrs)
event coordinator,0 to 13 Years,Santiago,Full-Time,Enterprise,PhD,80500.0,Fresher (0 yrs)
supply chain manager,2 to 14 Years,San Marino,Temporary,Large,B.Tech,79500.0,Junior (1-2 yrs)
financial advisor,0 to 15 Years,Tripoli,Full-Time,Medium,PhD,87000.0,Fresher (0 yrs)
data engineer,2 to 13 Years,Georgetown,Full-Time,Large,PhD,89000.0,Junior (1-2 yrs)
social media manager,1 to 10 Years,Tokyo,Part-Time,Small,PhD,91000.0,Junior (1-2 yrs)
customer support specialist,3 to 14 Years,Dodoma,Temporary,Small,B.Tech,85500.0,Mid (3-5 yrs)
family lawyer,0 to 14 Years,Nur-Sultan,Contract,Enterprise,MBA,96000.0,Fresher (0 yrs)
executive assistant,0 to 11 Years,Chisinau,Full-Time,Medium,BCA,76000.0,Fresher (0 yrs)
mechanical engineer,5 to 15 Years,Marigot,Full-Time,Medium,BCA,91000.0,Mid (3-5 yrs)
ui developer,4 to 13 Years,Port of Spain,Temporary,Medium,B.Tech,92000.0,Mid (3-5 yrs)
registered nurse,0 to 14 Years,Lisbon,Part-Time,Small,BCA,94500.0,Fresher (0 yrs)
qa analyst,2 to 9 Years,Niamey,Temporary,Medium,PhD,72000.0,Junior (1-2 yrs)
customer success manager,4 to 9 Years,Sofia,Full-Time,Medium,M.Tech,76500.0,Mid (3-5 yrs)
event planner,2 to 12 Years,Palikir,Part-Time,Medium,M.Tech,73000.0,Junior (1-2 yrs)
art director,2 to 15 Years,Ottawa,Contract,Large,MCA,88500.0,Junior (1-2 yrs)
marketing analyst,3 to 12 Years,Kathmandu,Intern,Enterprise,M.Tech,76500.0,Mid (3-5 yrs)
environmental consultant,5 to 8 Years,Tashkent,Full-Time,Small,B.Com,96000.0,Mid (3-5 yrs)
litigation attorney,0 to 10 Years,Funafuti,Part-Time,Enterprise,BBA,88500.0,Fresher (0 yrs)
ui developer,5 to 10 Years,Pretoria,Intern,Enterprise,MBA,94000.0,Mid (3-5 yrs)
mechanical engineer,2 to 8 Years,Kathmandu,Full-Time,Medium,MBA,71000.0,Junior (1-2 yrs)
architectural designer,1 to 14 Years,Warsaw,Temporary,Enterprise,B.Tech,83000.0,Junior (1-2 yrs)
network engineer,4 to 13 Years,Seoul,Temporary,Small,PhD,91000.0,Mid (3-5 yrs)
sales consultant,1 to 11 Years,Kyiv (also known as Kiev),Part-Time,Small,BA,88000.0,Junior (1-2 yrs)
data analyst,0 to 12 Years,Kathmandu,Contract,Enterprise,MBA,88000.0,Fresher (0 yrs)
business development manager,3 to 12 Years,Havana,Part-Time,Medium,BA,97500.0,Mid (3-5 yrs)
financial analyst,3 to 10 Years,Bamako,Full-Time,Enterprise,M.Tech,70000.0,Mid (3-5 yrs)
network administrator,5 to 13 Years,Khartoum,Part-Time,Enterprise,BCA,75000.0,Mid (3-5 yrs)
customer success manager,3 to 8 Years,Funafuti,Contract,Small,M.Tech,93000.0,Mid (3-5 yrs)
project coordinator,3 to 8 Years,Palikir,Full-Time,Small,PhD,89000.0,Mid (3-5 yrs)
project coordinator,2 to 8 Years,Seoul,Contract,Large,BCA,70000.0,Junior (1-2 yrs)
software architect,4 to 13 Years,San Marino,Contract,Small,M.Tech,90500.0,Mid (3-5 yrs)
software engineer,5 to 11 Years,Tallinn,Intern,Small,BCA,73500.0,Mid (3-5 yrs)
qa engineer,0 to 12 Years,London,Intern,Enterprise,MBA,83500.0,Fresher (0 yrs)
social media manager,5 to 10 Years,Port Vila,Contract,Medium,B.Com,84500.0,Mid (3-5 yrs)
legal advisor,3 to 12 Years,Podgorica,Part-Time,Small,M.Tech,85000.0,Mid (3-5 yrs)
legal counsel,1 to 10 Years,Moscow,Contract,Enterprise,M.Com,85500.0,Junior (1-2 yrs)
project coordinator,2 to 14 Years,Mbabane,Part-Time,Small,M.Com,72500.0,Junior (1-2 yrs)
landscape designer,2 to 8 Years,Lima,Temporary,Medium,MBA,84000.0,Junior (1-2 yrs)
systems administrator,2 to 12 Years,Jakarta,Contract,Enterprise,M.Tech,94500.0,Junior (1-2 yrs)
content writer,4 to 10 Years,Mogadishu,Intern,Medium,B.Tech,80500.0,Mid (3-5 yrs)
environmental consultant,0 to 14 Years,Manila,Part-Time,Enterprise,B.Com,82500.0,Fresher (0 yrs)
network administrator,4 to 11 Years,"Malabo (de jure),",Contract,Large,M.Tech,85000.0,Mid (3-5 yrs)
mechanical engineer,2 to 13 Years,Nouakchott,Full-Time,Large,MBA,92500.0,Junior (1-2 yrs)
process engineer,1 to 13 Years,Paramaribo,Intern,Large,MBA,70500.0,Junior (1-2 yrs)
tax consultant,3 to 13 Years,Charlotte Amalie,Contract,Small,B.Tech,88000.0,Mid (3-5 yrs)
human resources manager,2 to 8 Years,Canberra,Temporary,Enterprise,MCA,78500.0,Junior (1-2 yrs)
tax consultant,4 to 9 Years,AsunciÃ³n,Temporary,Large,M.Tech,90000.0,Mid (3-5 yrs)
marketing analyst,2 to 11 Years,Khartoum,Part-Time,Small,B.Tech,72500.0,Junior (1-2 yrs)
event manager,5 to 8 Years,Road Town,Contract,Small,M.Tech,85500.0,Mid (3-5 yrs)
content writer,5 to 10 Years,Tehran,Intern,Medium,BCA,96000.0,Mid (3-5 yrs)
sales representative,3 to 15 Years,Muscat,Part-Time,Enterprise,MBA,82000.0,Mid (3-5 yrs)
chemical analyst,0 to 11 Years,Sarajevo,Contract,Large,M.Com,81500.0,Fresher (0 yrs)
web developer,0 to 15 Years,Monaco,Part-Time,Enterprise,M.Tech,93000.0,Fresher (0 yrs)
social media manager,3 to 13 Years,Ottawa,Temporary,Medium,BBA,83000.0,Mid (3-5 yrs)
pharmaceutical sales representative,3 to 15 Years,Harare,Temporary,Large,PhD,94000.0,Mid (3-5 yrs)
technical writer,1 to 15 Years,Banjul,Intern,Enterprise,MCA,93000.0,Junior (1-2 yrs)
software developer,1 to 13 Years,Stockholm,Temporary,Large,M.Com,77000.0,Junior (1-2 yrs)
ux/ui designer,2 to 9 Years,George Town,Contract,Medium,M.Tech,79500.0,Junior (1-2 yrs)
mechanical engineer,5 to 10 Years,Belgrade,Full-Time,Enterprise,MBA,92500.0,Mid (3-5 yrs)
sales manager,3 to 9 Years,Luanda,Temporary,Medium,M.Com,92500.0,Mid (3-5 yrs)
sales representative,5 to 13 Years,N'Djamena,Temporary,Enterprise,B.Tech,72500.0,Mid (3-5 yrs)
financial advisor,5 to 8 Years,Hagatna,Part-Time,Large,BCA,92500.0,Mid (3-5 yrs)
dental hygienist,1 to 12 Years,Roseau,Full-Time,Large,PhD,88000.0,Junior (1-2 yrs)
mechanical engineer,5 to 15 Years,Yaren District (de facto),Full-Time,Large,BA,94000.0,Mid (3-5 yrs)
customer support specialist,0 to 13 Years,Brasilia,Part-Time,Small,B.Tech,85000.0,Fresher (0 yrs)
ux researcher,0 to 10 Years,Podgorica,Temporary,Large,M.Tech,82000.0,Fresher (0 yrs)
data scientist,0 to 9 Years,Tallinn,Contract,Enterprise,M.Com,74000.0,Fresher (0 yrs)
physical therapist,1 to 13 Years,Amsterdam,Part-Time,Small,BBA,84500.0,Junior (1-2 yrs)
network analyst,1 to 15 Years,Port of Spain,Temporary,Large,M.Tech,78000.0,Junior (1-2 yrs)
family nurse practitioner,5 to 13 Years,Jerusalem,Contract,Small,MBA,70000.0,Mid (3-5 yrs)
brand ambassador,0 to 10 Years,Gitega,Contract,Large,MBA,76500.0,Fresher (0 yrs)
art director,5 to 11 Years,Vilnius,Contract,Enterprise,MCA,88500.0,Mid (3-5 yrs)
market research analyst,0 to 13 Years,Bamako,Temporary,Large,MBA,84000.0,Fresher (0 yrs)
qa analyst,5 to 9 Years,Ulaanbaatar,Temporary,Small,M.Tech,91500.0,Mid (3-5 yrs)
mechanical engineer,5 to 11 Years,SÃ£o TomÃ©,Intern,Small,BA,92500.0,Mid (3-5 yrs)
operations manager,0 to 12 Years,Amsterdam,Temporary,Small,BBA,83500.0,Fresher (0 yrs)
database administrator,3 to 10 Years,Havana,Full-Time,Small,PhD,80000.0,Mid (3-5 yrs)
speech therapist,5 to 8 Years,Tbilisi,Intern,Enterprise,B.Tech,90000.0,Mid (3-5 yrs)
social media manager,2 to 10 Years,Islamabad,Full-Time,Large,M.Com,94000.0,Junior (1-2 yrs)
sales representative,0 to 11 Years,"Capitol Hill, Saipan",Contract,Large,M.Tech,71000.0,Fresher (0 yrs)
marketing manager,0 to 9 Years,Nicosia,Intern,Small,MCA,86000.0,Fresher (0 yrs)
electrical engineer,2 to 15 Years,Zagreb,Contract,Medium,BBA,72500.0,Junior (1-2 yrs)
systems analyst,5 to 12 Years,Nuuk,Full-Time,Medium,B.Com,96000.0,Mid (3-5 yrs)
structural engineer,4 to 14 Years,City of Baghdad,Temporary,Medium,BCA,82000.0,Mid (3-5 yrs)
aerospace engineer,2 to 11 Years,Bern,Contract,Enterprise,M.Tech,91500.0,Junior (1-2 yrs)
ui developer,3 to 9 Years,Abu Dhabi,Temporary,Enterprise,M.Tech,93000.0,Mid (3-5 yrs)
electrical designer,5 to 11 Years,Tripoli,Part-Time,Large,BA,76000.0,Mid (3-5 yrs)
brand manager,5 to 11 Years,Dhaka,Full-Time,Large,BCA,79000.0,Mid (3-5 yrs)
nurse manager,5 to 11 Years,Port-au-Prince,Full-Time,Large,BA,82000.0,Mid (3-5 yrs)
family nurse practitioner,5 to 12 Years,Singapore,Temporary,Medium,MBA,77000.0,Mid (3-5 yrs)
it support specialist,4 to 10 Years,Oslo,Part-Time,Enterprise,M.Tech,85000.0,Mid (3-5 yrs)
business development manager,5 to 12 Years,Torshavn,Part-Time,Medium,PhD,85500.0,Mid (3-5 yrs)
it support specialist,3 to 12 Years,Andorra la Vella,Contract,Enterprise,MBA,92500.0,Mid (3-5 yrs)
electrical engineer,3 to 9 Years,Tripoli,Contract,Enterprise,M.Tech,73500.0,Mid (3-5 yrs)
web developer,2 to 10 Years,Jerusalem,Temporary,Large,B.Com,69500.0,Junior (1-2 yrs)
network engineer,4 to 10 Years,Gitega,Full-Time,Enterprise,BA,84000.0,Mid (3-5 yrs)
java developer,0 to 14 Years,Dakar,Intern,Large,B.Tech,73000.0,Fresher (0 yrs)
graphic designer,5 to 8 Years,Djibouti (city),Intern,Medium,B.Tech,92000.0,Mid (3-5 yrs)
architectural designer,3 to 11 Years,SÃ£o TomÃ©,Temporary,Large,BCA,74500.0,Mid (3-5 yrs)
electrical engineer,2 to 13 Years,Nairobi,Temporary,Small,BBA,72000.0,Junior (1-2 yrs)
java developer,3 to 15 Years,Torshavn,Part-Time,Large,PhD,68500.0,Mid (3-5 yrs)
marketing director,2 to 8 Years,Madrid,Temporary,Small,BCA,69000.0,Junior (1-2 yrs)
civil engineer,3 to 8 Years,Luxembourg,Intern,Small,M.Com,94000.0,Mid (3-5 yrs)
inventory analyst,1 to 9 Years,Jerusalem,Part-Time,Large,M.Tech,75500.0,Junior (1-2 yrs)
legal assistant,5 to 15 Years,Seoul,Part-Time,Small,BBA,86500.0,Mid (3-5 yrs)
executive assistant,0 to 11 Years,Mogadishu,Full-Time,Medium,PhD,90500.0,Fresher (0 yrs)
occupational therapist,1 to 12 Years,Havana,Intern,Large,B.Com,88000.0,Junior (1-2 yrs)
qa analyst,2 to 11 Years,San Juan,Contract,Large,B.Com,75000.0,Junior (1-2 yrs)
human resources manager,2 to 15 Years,Brussels,Temporary,Medium,BCA,96500.0,Junior (1-2 yrs)
account executive,3 to 15 Years,City of Port Louis,Contract,Medium,MCA,81000.0,Mid (3-5 yrs)
java developer,5 to 9 Years,San Jose,Temporary,Small,B.Tech,92000.0,Mid (3-5 yrs)
network technician,2 to 11 Years,Canberra,Full-Time,Small,B.Com,93000.0,Junior (1-2 yrs)
software architect,4 to 13 Years,Monrovia,Contract,Medium,B.Com,74500.0,Mid (3-5 yrs)
web developer,5 to 12 Years,Minsk,Contract,Medium,BA,79000.0,Mid (3-5 yrs)
sales consultant,1 to 13 Years,Tallinn,Contract,Small,B.Tech,75500.0,Junior (1-2 yrs)
hr coordinator,4 to 13 Years,Budapest,Contract,Medium,BBA,90000.0,Mid (3-5 yrs)
nurse manager,0 to 13 Years,Nassau,Contract,Medium,B.Com,85000.0,Fresher (0 yrs)
project coordinator,4 to 13 Years,Canberra,Contract,Small,BA,87000.0,Mid (3-5 yrs)
aerospace engineer,4 to 14 Years,San Marino,Intern,Medium,BBA,82000.0,Mid (3-5 yrs)
hr coordinator,2 to 11 Years,Zagreb,Temporary,Large,B.Tech,69500.0,Junior (1-2 yrs)
aerospace engineer,0 to 15 Years,Chisinau,Intern,Enterprise,BBA,84000.0,Fresher (0 yrs)
project coordinator,4 to 14 Years,BogotÃ¡,Full-Time,Enterprise,B.Com,82500.0,Mid (3-5 yrs)
chemical engineer,2 to 15 Years,Luxembourg,Contract,Large,M.Com,73500.0,Junior (1-2 yrs)
email marketing specialist,5 to 8 Years,Majuro,Intern,Large,PhD,79500.0,Mid (3-5 yrs)
it support specialist,3 to 13 Years,Jerusalem,Part-Time,Medium,PhD,93000.0,Mid (3-5 yrs)
procurement specialist,2 to 14 Years,Thimphu,Temporary,Small,BBA,79000.0,Junior (1-2 yrs)
executive assistant,2 to 13 Years,Berlin,Intern,Medium,MBA,84000.0,Junior (1-2 yrs)
network security specialist,2 to 8 Years,Niamey,Temporary,Large,M.Tech,78500.0,Junior (1-2 yrs)
